study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-is,drm12_is_w4,q12drm_16_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_16_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_16_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_16_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_17_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_18_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_19_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_1_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_20_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_21_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_22_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_23_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_24_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_25_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_26_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_27_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_28_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_29_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_2_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_30_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_3_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_4_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_5_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_6_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_7_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_8_9,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_1,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_10,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_11,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_12,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_13,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_2,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_3,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_4,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_5,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_6,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_7,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_8,,"",,,,,,false
soep-is,drm12_is_w4,q12drm_9_9,,"",,,,,,false
soep-is,drm12_is_w4,q1drm_a,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_1,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_10,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_10so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_11,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_11so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_12,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_12so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_13,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_13so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_14,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_14so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_15,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_15so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_16,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_16so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_17,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_17so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_18,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_18so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_19,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_19so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_1so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_2,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_20,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_20so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_21,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_21so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_22,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_22so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_23,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_23so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_24,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_24so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_25,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_25so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_26,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_26so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_27,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_27so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_28,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_28so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_29,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_29so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_2so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_3,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_30,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_30so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_3so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_4,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_4so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_5,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_5so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_6,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_6so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_7,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_7so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_8,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_8so,,"",,,,,,false
soep-is,drm12_is_w4,q2drm_9,,"",soep-is-2012-haupt,Q239,,,,false
soep-is,drm12_is_w4,q2drm_9so,,"",,,,,,false
soep-is,drm12_is_w4,q3drm_10s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_11s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_12s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_13s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_14s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_15s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_16s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_17s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_18s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_19s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_1s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_20s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_21s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_22s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_23s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_24s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_25s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_26s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_27s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_28s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_29s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_2s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_30s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_3s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_4s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_5s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_6s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_7s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_8s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q3drm_9s,,"",soep-is-2012-haupt,Q240,,,,false
soep-is,drm12_is_w4,q4drm_10e,,"",soep-is-2012-haupt,Q241,,,,false
soep-is,drm12_is_w4,q4drm_11e,,"",soep-is-2012-haupt,Q241,,,,false
soep-is,drm12_is_w4,q4drm_12e,,"",soep-is-2012-haupt,Q241,,,,false
soep-is,drm12_is_w4,q4drm_13e,,"",soep-is-2012-haupt,Q241,,,,false
soep-is,drm12_is_w4,q4drm_14e,,"",soep-is-2012-haupt,Q241,,,,false
