study,dataset,variable,label,concept,questionnaire,search,question,item,is_primary_key,basket_key,basket_is_default,,conceptual_dataset,period
soep-is,Innomodul11,ifrber04,,,soep-is-2011,ifrber04,Q204,ifrber04,,,,,raw,2011
soep-is,Innomodul11,ifrber05,,,soep-is-2011,ifrber05,Q204,ifrber05,,,,,raw,2011
soep-is,Innomodul11,ifrber06,,,soep-is-2011,ifrber06,Q204,ifrber06,,,,,raw,2011
soep-is,Innomodul11,ifrber07,,,soep-is-2011,ifrber07,Q204,ifrber07,,,,,raw,2011
soep-is,Innomodul11,ifrber08,,,soep-is-2011,ifrber08,Q204,ifrber08,,,,,raw,2011
soep-is,Innomodul11,inachiat,,,soep-is-2011,inachiat,Q11115,,,,,,raw,2011
soep-is,Innomodul11,inachiato,,,soep-is-2011,inachiato,Q11115,inachiato,,,,,raw,2011
soep-is,Innomodul11,intnr,,,,intnr,,,,,,,raw,2011
soep-is,Innomodul11,irenta,,,soep-is-2011,irenta,Q147b,,,,,,raw,2011
soep-is,Innomodul11,irentb,,,soep-is-2011,irentb,Q147c,irentb,,,,,raw,2011
soep-is,Innomodul11,irentc,,,soep-is-2011,irentc,Q147d,,,,,,raw,2011
soep-is,Innomodul11,irentd,,,soep-is-2011,irentd,Q147e,irentd,,,,,raw,2011
soep-is,Innomodul11,iroll01,,,soep-is-2011,iroll01,Q203,iroll01,,,,,raw,2011
soep-is,Innomodul11,iroll02,,,soep-is-2011,iroll02,Q203,iroll02,,,,,raw,2011
soep-is,Innomodul11,iroll03,,,soep-is-2011,iroll03,Q203,iroll03,,,,,raw,2011
soep-is,Innomodul11,iroll04,,,soep-is-2011,iroll04,Q203,iroll04,,,,,raw,2011
soep-is,Innomodul11,iroll05,,,soep-is-2011,iroll05,Q203,iroll05,,,,,raw,2011
soep-is,Innomodul11,iroll06,,,soep-is-2011,iroll06,Q203,iroll06,,,,,raw,2011
soep-is,Innomodul11,ityp101,,,soep-is-2011,ityp101,Q56M,ityp101,,,,,raw,2011
soep-is,Innomodul11,ityp102,,,soep-is-2011,ityp102,Q56M,ityp102,,,,,raw,2011
soep-is,Innomodul11,ityp103,,,soep-is-2011,ityp103,Q56M,ityp103,,,,,raw,2011
soep-is,Innomodul11,ityp104,,,soep-is-2011,ityp104,Q56M,ityp104,,,,,raw,2011
soep-is,Innomodul11,ityp105,,,soep-is-2011,ityp105,Q56M,ityp105,,,,,raw,2011
soep-is,Innomodul11,ityp106,,,soep-is-2011,ityp106,Q56M,ityp106,,,,,raw,2011
soep-is,Innomodul11,ityp107,,,soep-is-2011,ityp107,Q56M,ityp107,,,,,raw,2011
soep-is,Innomodul11,ityp108,,,soep-is-2011,ityp108,Q56M,ityp108,,,,,raw,2011
soep-is,Innomodul11,ityp109,,,soep-is-2011,ityp109,Q56M,ityp109,,,,,raw,2011
soep-is,Innomodul11,ityp110,,,soep-is-2011,ityp110,Q56M,ityp110,,,,,raw,2011
soep-is,Innomodul11,ityp111,,,soep-is-2011,ityp111,Q56M,ityp111,,,,,raw,2011
soep-is,Innomodul11,ityp112,,,soep-is-2011,ityp112,Q56M,ityp112,,,,,raw,2011
soep-is,Innomodul11,ityp113,,,soep-is-2011,ityp113,Q56M,ityp113,,,,,raw,2011
soep-is,Innomodul11,ityp114,,,soep-is-2011,ityp114,Q56M,ityp114,,,,,raw,2011
soep-is,Innomodul11,ityp115,,,soep-is-2011,ityp115,Q56M,ityp115,,,,,raw,2011
soep-is,Innomodul11,ityp201,,,soep-is-2011,ityp201,Q57F,ityp201,,,,,raw,2011
soep-is,Innomodul11,ityp202,,,soep-is-2011,ityp202,Q57F,ityp202,,,,,raw,2011
soep-is,Innomodul11,ityp203,,,soep-is-2011,ityp203,Q57F,ityp203,,,,,raw,2011
soep-is,Innomodul11,ityp204,,,soep-is-2011,ityp204,Q57F,ityp204,,,,,raw,2011
soep-is,Innomodul11,ityp205,,,soep-is-2011,ityp205,Q57F,ityp205,,,,,raw,2011
soep-is,Innomodul11,ityp206,,,soep-is-2011,ityp206,Q57F,ityp206,,,,,raw,2011
soep-is,Innomodul11,ityp207,,,soep-is-2011,ityp207,Q57F,ityp207,,,,,raw,2011
soep-is,Innomodul11,ityp208,,,soep-is-2011,ityp208,Q57F,ityp208,,,,,raw,2011
soep-is,Innomodul11,ityp209,,,soep-is-2011,ityp209,Q57F,ityp209,,,,,raw,2011
soep-is,Innomodul11,ityp210,,,soep-is-2011,ityp210,Q57F,ityp210,,,,,raw,2011
soep-is,Innomodul11,ityp211,,,soep-is-2011,ityp211,Q57F,ityp211,,,,,raw,2011
soep-is,Innomodul11,ityp212,,,soep-is-2011,ityp212,Q57F,ityp212,,,,,raw,2011
soep-is,Innomodul11,ityp213,,,soep-is-2011,ityp213,Q57F,ityp213,,,,,raw,2011
soep-is,Innomodul11,ityp214,,,soep-is-2011,ityp214,Q57F,ityp214,,,,,raw,2011
soep-is,Innomodul11,ityp215,,,soep-is-2011,ityp215,Q57F,ityp215,,,,,raw,2011
soep-is,Innomodul11,ityp_split,,,,ityp_split,,,,,,,raw,2011
soep-is,Innomodul11,ivoriat,,,soep-is-2011,ivoriat,Q11111,,,,,,raw,2011
soep-is,Innomodul11,ivoriato,,,,ivoriato,,,,,,,raw,2011
soep-is,Innomodul11,ivornaa01,,,soep-is-2011,ivornaa01,Q145b,ivornaa01,,,,,raw,2011
soep-is,Innomodul11,ivornaa02,,,soep-is-2011,ivornaa02,Q145b,ivornaa02,,,,,raw,2011
soep-is,Innomodul11,ivornab01,,,soep-is-2011,ivornab01,Q145c,ivornab01,,,,,raw,2011
soep-is,Innomodul11,ivornab02,,,soep-is-2011,ivornab02,Q145c,ivornab02,,,,,raw,2011
soep-is,Innomodul11,ivornac01,,,soep-is-2011,ivornac01,Q145d,ivornac01,,,,,raw,2011
soep-is,Innomodul11,ivornac02,,,soep-is-2011,ivornac02,Q145d,ivornac02,,,,,raw,2011
soep-is,Innomodul11,ivornad01,,,soep-is-2011,ivornad01,Q145e,ivornad01,,,,,raw,2011
soep-is,Innomodul11,ivornad02,,,soep-is-2011,ivornad02,Q145e,ivornad02,,,,,raw,2011
soep-is,Innomodul11,jahr,,,,jahr,,,,,,,raw,2011
soep-is,Innomodul11,name,,,,name,,,,,,,raw,2011
soep-is,Innomodul11,pnr,,,,pnr,,,,,,,raw,2011
soep-is,Innomodul11,pnrfest,,,,pnrfest,,,,,,,raw,2011
soep-is,Innomodul11,respid,,,,respid,,,,,,,raw,2011
soep-is,Innomodul11,stichu,,,,stichu,,,,,,,raw,2011
soep-is,Innomodul11,urhh,,,,urhh,,,,,,,raw,2011
soep-is,Intband2011i,beruf,,,,beruf,,,,,,,raw,2011
soep-is,Intband2011i,beruf2,,,,beruf2,,,,,,,raw,2011
soep-is,Intband2011i,dabei,,,,dabei,,,,,,,raw,2011
soep-is,Intband2011i,eintritt,,,,eintritt,,,,,,,raw,2011
soep-is,Intband2011i,famstand,,,,famstand,,,,,,,raw,2011
soep-is,Intband2011i,geburt,,,,geburt,,,,,,,raw,2011
soep-is,Intband2011i,intnr,,,,intnr,,,,,,,raw,2011
soep-is,Intband2011i,schule,,,,schule,,,,,,,raw,2011
soep-is,Intband2011i,sex,,,,sex,,,,,,,raw,2011
soep-is,Intband2011i,soepseit,,,,soepseit,,,,,,,raw,2011
soep-is,L12_IS_W4,hnr,,,,hnr,,,,,,,raw,2012
soep-is,L12_IS_W4,jahr,,,,jahr,,,,,,,raw,2012
soep-is,L12_IS_W4,l2wohn1,,,soep-is-2012-haupt,l2wohn1,Q116,,,,,,raw,2012
soep-is,L12_IS_W4,l2wohn3,,,soep-is-2012-haupt,l2wohn3,Q117,,,,,,raw,2012
soep-is,L12_IS_W4,lab01,,,soep-is-2012-haupt,lab01,Q167,,,,,,raw,2012
soep-is,L12_IS_W4,lab02,,,soep-is-2012-haupt,lab02,Q168,lab02,,,,,raw,2012
soep-is,L12_IS_W4,lab03,,,soep-is-2012-haupt,lab03,Q168,lab03,,,,,raw,2012
soep-is,L12_IS_W4,lab04,,,soep-is-2012-haupt,lab04,Q168,lab04,,,,,raw,2012
soep-is,L12_IS_W4,lab05,,,soep-is-2012-haupt,lab05,Q168,lab05,,,,,raw,2012
soep-is,L12_IS_W4,lab06,,,soep-is-2012-haupt,lab06,Q168,lab06,,,,,raw,2012
soep-is,L12_IS_W4,lab07,,,soep-is-2012-haupt,lab07,Q168,lab07,,,,,raw,2012
soep-is,L12_IS_W4,lab08,,,soep-is-2012-haupt,lab08,Q168,lab08,,,,,raw,2012
soep-is,L12_IS_W4,lab08ka,,,soep-is-2012-haupt,lab08ka,Q168,lab08ka,,,,,raw,2012
soep-is,L12_IS_W4,lab08x,,,soep-is-2012-haupt,lab08x,Q169,,,,,,raw,2012
soep-is,L12_IS_W4,lal10a,,,soep-is-2012-haupt,lal10a,Q173,,,,,,raw,2012
soep-is,L12_IS_W4,lal10b,,,soep-is-2012-haupt,lal10b,Q174,lal10b,,,,,raw,2012
soep-is,L12_IS_W4,lal10c,,,soep-is-2012-haupt,lal10c,Q176,lal10c,,,,,raw,2012
soep-is,L12_IS_W4,lbesch10,,,soep-is-2012-haupt,lbesch10,Q177,lbesch10,,,,,raw,2012
soep-is,L12_IS_W4,lbesch10n,,,soep-is-2012-haupt,lbesch10n,Q177,lbesch10n,,,,,raw,2012
soep-is,L12_IS_W4,ldatj,,,,ldatj,,,,,,,raw,2012
soep-is,L12_IS_W4,ldatm,,,,ldatm,,,,,,,raw,2012
soep-is,L12_IS_W4,ldatt,,,,ldatt,,,,,,,raw,2012
soep-is,L12_IS_W4,lform,,,,lform,,,,,,,raw,2012
soep-is,L12_IS_W4,lgeb,,,soep-is-2012-haupt,lgeb,A000C,lgeb,,,,,raw,2012
soep-is,L12_IS_W4,lgebmo,,,soep-is-2012-haupt,lgebmo,A000C,lgebmo,,,,,raw,2012
soep-is,L12_IS_W4,lgeka,,,soep-is-2012-haupt,lgeka,Q112,lgeka,,,,,raw,2012
soep-is,L12_IS_W4,lgesch1,,,soep-is-2012-haupt,lgesch1,Q111,,,,,,raw,2012
soep-is,L12_IS_W4,lgesch2,,,soep-is-2012-haupt,lgesch2,Q112,lgesch2,,,,,raw,2012
soep-is,L12_IS_W4,lgesch3,,,soep-is-2012-haupt,lgesch3,Q112,lgesch3,,,,,raw,2012
soep-is,L12_IS_W4,lgesch5,,,soep-is-2012-haupt,lgesch5,Q113,lgesch5,,,,,raw,2012
soep-is,L12_IS_W4,lgesch6,,,soep-is-2012-haupt,lgesch6,Q113,lgesch6,,,,,raw,2012
soep-is,L12_IS_W4,lgesch7,,,soep-is-2012-haupt,lgesch7,Q113,lgesch7,,,,,raw,2012
soep-is,L12_IS_W4,lgesch8,,,soep-is-2012-haupt,lgesch8,Q113,lgesch8,,,,,raw,2012
soep-is,L12_IS_W4,lintnr,,,,lintnr,,,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb1,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb10,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb2,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb3,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb4,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb5,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb6,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb7,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb8,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkgeb9,,,soep-is-2012-haupt,lkgeb,Q153,lkgeb,,,,,raw,2012
soep-is,L12_IS_W4,lkh03,,,soep-is-2012-haupt,lkh03,Q114,lkh03,,,,,raw,2012
soep-is,L12_IS_W4,lkh04,,,soep-is-2012-haupt,lkh04,Q114,lkh04,,,,,raw,2012
soep-is,L12_IS_W4,lkh05,,,soep-is-2012-haupt,lkh05,Q114,lkh05,,,,,raw,2012
soep-is,L12_IS_W4,lkh06,,,soep-is-2012-haupt,lkh06,Q114,lkh06,,,,,raw,2012
soep-is,L12_IS_W4,lkh07,,,soep-is-2012-haupt,lkh07,Q114,lkh07,,,,,raw,2012
soep-is,L12_IS_W4,lkh08,,,soep-is-2012-haupt,lkh08,Q114,lkh08,,,,,raw,2012
soep-is,L12_IS_W4,lkh09,,,soep-is-2012-haupt,lkh09,Q114,lkh09,,,,,raw,2012
soep-is,L12_IS_W4,lkh10,,,soep-is-2012-haupt,lkh10,Q114,lkh10,,,,,raw,2012
soep-is,L12_IS_W4,lkhka,,,soep-is-2012-haupt,lkhka,Q114,lkhka,,,,,raw,2012
soep-is,L12_IS_W4,lkind,,,soep-is-2012-haupt,lkind,Q149,lkind,,,,,raw,2012
soep-is,L12_IS_W4,lkmo1,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lkmo10,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lkmo2,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lkmo3,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lkmo4,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lkmo5,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lkmo6,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lkmo7,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lkmo8,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lkmo9,,,soep-is-2012-haupt,lkmo,Q154,,,,,,raw,2012
soep-is,L12_IS_W4,lknam1,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lknam10,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lknam2,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lknam3,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lknam4,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lknam5,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lknam6,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lknam7,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lknam8,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lknam9,,,soep-is-2012-haupt,lknam,Q151,lknam,,,,,raw,2012
soep-is,L12_IS_W4,lkno,,,soep-is-2012-haupt,lkno,Q149,lkno,,,,,raw,2012
soep-is,L12_IS_W4,lksex1,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lksex10,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lksex2,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lksex3,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lksex4,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lksex5,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lksex6,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lksex7,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lksex8,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lksex9,,,soep-is-2012-haupt,lksex,Q152,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo1,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo10,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo2,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo3,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo4,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo5,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo6,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo7,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo8,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lkwo9,,,soep-is-2012-haupt,lkwo,Q155,,,,,,raw,2012
soep-is,L12_IS_W4,lm03a,,,soep-is-2012-haupt,lm03a,Q262,,,,,,raw,2012
soep-is,L12_IS_W4,lm03b,,,soep-is-2012-haupt,lm03b,Q263,,,,,,raw,2012
soep-is,L12_IS_W4,lm03bnr,,,soep-is-2012-haupt,lm03b,Q263,,,,,,raw,2012
soep-is,L12_IS_W4,lm04,,,soep-is-2012-haupt,lm04,Q264,,,,,,raw,2012
soep-is,L12_IS_W4,lm05,,,soep-is-2012-haupt,lm05,Q265,,,,,,raw,2012
soep-is,L12_IS_W4,lm06,,,soep-is-2012-haupt,lm06,Q266,,,,,,raw,2012
soep-is,L12_IS_W4,lm07,,,soep-is-2012-haupt,lm07,Q272,,,,,,raw,2012
soep-is,L12_IS_W4,lm08,,,soep-is-2012-haupt,lm08,Q268,,,,,,raw,2012
soep-is,L12_IS_W4,lm09,,,soep-is-2012-haupt,lm09,Q269,,,,,,raw,2012
soep-is,L12_IS_W4,lm10,,,soep-is-2012-haupt,lm10,Q270,,,,,,raw,2012
soep-is,L12_IS_W4,lm11,,,soep-is-2012-haupt,lm11,Q271,,,,,,raw,2012
soep-is,L12_IS_W4,lm12,,,soep-is-2012-haupt,lm12,Q267,,,,,,raw,2012
soep-is,L12_IS_W4,lpnat,,,soep-is-2012-haupt,lpnat,Q76,,,,,,raw,2012
soep-is,L12_IS_W4,lpnatnr,,,soep-is-2012-haupt,lpnat,Q76,,,,,,raw,2012
soep-is,L12_IS_W4,lrel,,,soep-is-2012-haupt,lrel,Q274,,,,,,raw,2012
soep-is,L12_IS_W4,lrelneu,,,soep-is-2012-haupt,lrelneu,Q273,,,,,,raw,2012
soep-is,L12_IS_W4,lrelso,,,soep-is-2012-haupt,lrelso,Q275,,,,,,raw,2012
soep-is,L12_IS_W4,lsab1,,,soep-is-2012-haupt,lsab1,Q166,lsab1,,,,,raw,2012
soep-is,L12_IS_W4,lsab2,,,soep-is-2012-haupt,lsabx,Q160,,,,,,raw,2012
soep-is,L12_IS_W4,lsab3,,,soep-is-2012-haupt,lsab3,Q161,,,,,,raw,2012
soep-is,L12_IS_W4,lsab5,,,soep-is-2012-haupt,lsab5,Q165,,,,,,raw,2012
soep-is,L12_IS_W4,lsab7,,,soep-is-2012-haupt,lsab7x,Q162,,,,,,raw,2012
soep-is,L12_IS_W4,lsab9,,,soep-is-2012-haupt,lsab9,Q164,,,,,,raw,2012
soep-is,L12_IS_W4,lsex,,,soep-is-2012-haupt,lsex,A000C,lsex,,,,,raw,2012
soep-is,L12_IS_W4,lsta1,,,soep-is-2012-haupt,lsta1,Q72,,,,,,raw,2012
soep-is,L12_IS_W4,lsta1a,,,soep-is-2012-haupt,lsta1a,Q75,,,,,,raw,2012
soep-is,L12_IS_W4,lsta2,,,soep-is-2012-haupt,lsta2,Q73,,,,,,raw,2012
soep-is,L12_IS_W4,lsta2nr,,,soep-is-2012-haupt,lsta2,Q73,,,,,,raw,2012
soep-is,L12_IS_W4,lsta3,,,soep-is-2012-haupt,lsta3,Q77,,,,,,raw,2012
soep-is,L12_IS_W4,lv03a,,,soep-is-2012-haupt,lv03a,Q251,,,,,,raw,2012
soep-is,L12_IS_W4,lv03b,,,soep-is-2012-haupt,lv03b,Q252,,,,,,raw,2012
soep-is,L12_IS_W4,lv03bnr,,,soep-is-2012-haupt,lv03b,Q252,,,,,,raw,2012
soep-is,L12_IS_W4,lv04,,,soep-is-2012-haupt,lv04,Q253,,,,,,raw,2012
soep-is,L12_IS_W4,lv05,,,soep-is-2012-haupt,lv05,Q254,,,,,,raw,2012
soep-is,L12_IS_W4,lv06,,,soep-is-2012-haupt,lv06,Q255,,,,,,raw,2012
soep-is,L12_IS_W4,lv07,,,soep-is-2012-haupt,lv07,Q261,,,,,,raw,2012
soep-is,L12_IS_W4,lv08,,,soep-is-2012-haupt,lv08,Q257,,,,,,raw,2012
soep-is,L12_IS_W4,lv09,,,soep-is-2012-haupt,lv09,Q258,,,,,,raw,2012
soep-is,L12_IS_W4,lv10,,,soep-is-2012-haupt,lv10,Q259,,,,,,raw,2012
soep-is,L12_IS_W4,lv11,,,soep-is-2012-haupt,lv11,Q260,,,,,,raw,2012
soep-is,L12_IS_W4,lv12,,,soep-is-2012-haupt,lv12,Q256,,,,,,raw,2012
soep-is,L12_IS_W4,lvm,,,soep-is-2012-haupt,lvm,Q250,,,,,,raw,2012
soep-is,L12_IS_W4,lwied,,,soep-is-2012-haupt,lwied,Q115,,,,,,raw,2012
soep-is,L12_IS_W4,lzug01,,,soep-is-2012-haupt,lzug01,Q74,lzug01,,,,,raw,2012
soep-is,L12_IS_W4,name,,,soep-is-2012-haupt,name,A000C,name,,,,,raw,2012
soep-is,L12_IS_W4,palo,,,soep-is-2012-haupt,palo,Q178,,,,,,raw,2012
soep-is,L12_IS_W4,pehe1a,,,soep-is-2012-haupt,pehe1a,Q93,,,,,,raw,2012
soep-is,L12_IS_W4,pehe1b,,,soep-is-2012-haupt,pehe1b,Q102,,,,,,raw,2012
soep-is,L12_IS_W4,pehe1c,,,soep-is-2012-haupt,pehe1b,Q102,,,,,,raw,2012
soep-is,L12_IS_W4,pehe1d,,,soep-is-2012-haupt,pehe1b,Q102,,,,,,raw,2012
soep-is,L12_IS_W4,pehe1e,,,soep-is-2012-haupt,pehe1e,Q106,,,,,,raw,2012
soep-is,L12_IS_W4,pehe2a,,,soep-is-2012-haupt,pehe2a,Q94,pehe2a,,,,,raw,2012
soep-is,L12_IS_W4,pehe2b,,,soep-is-2012-haupt,pehe2b,Q103,pehe2b,,,,,raw,2012
soep-is,L12_IS_W4,pehe2c,,,soep-is-2012-haupt,pehe2b,Q103,pehe2b,,,,,raw,2012
soep-is,L12_IS_W4,pehe2d,,,soep-is-2012-haupt,pehe2b,Q103,pehe2b,,,,,raw,2012
soep-is,L12_IS_W4,pehe2e,,,soep-is-2012-haupt,pehe2e,Q107,pehe2e,,,,,raw,2012
soep-is,L12_IS_W4,pehe3b,,,soep-is-2012-haupt,pehe3b,Q104,,,,,,raw,2012
soep-is,L12_IS_W4,pehe3c,,,soep-is-2012-haupt,pehe3b,Q104,,,,,,raw,2012
soep-is,L12_IS_W4,pehe3d,,,soep-is-2012-haupt,pehe3b,Q104,,,,,,raw,2012
soep-is,L12_IS_W4,pehe4b,,,soep-is-2012-haupt,pehe4b,Q105,pehe4b,,,,,raw,2012
soep-is,L12_IS_W4,pehe4c,,,soep-is-2012-haupt,pehe4b,Q105,pehe4b,,,,,raw,2012
soep-is,L12_IS_W4,pehe4d,,,soep-is-2012-haupt,pehe4b,Q105,pehe4b,,,,,raw,2012
soep-is,L12_IS_W4,pehe5e,,,soep-is-2012-haupt,pehe5e,Q108,,,,,,raw,2012
soep-is,L12_IS_W4,pehe6e,,,soep-is-2012-haupt,pehe6e,Q109,pehe6e,,,,,raw,2012
soep-is,L12_IS_W4,pehe7e,,,soep-is-2012-haupt,pehe7e,Q110,,,,,,raw,2012
soep-is,L12_IS_W4,pnr,,,,pnr,,,,,,,raw,2012
soep-is,L12_IS_W4,pnrfest,,,,pnrfest,,,,,,,raw,2012
soep-is,L12_IS_W4,pp1a,,,soep-is-2012-haupt,pp1a,Q86,,,,,,raw,2012
soep-is,L12_IS_W4,pp1b,,,soep-is-2012-haupt,pp1b,Q95,,,,,,raw,2012
soep-is,L12_IS_W4,pp1c,,,soep-is-2012-haupt,pp1b,Q95,,,,,,raw,2012
soep-is,L12_IS_W4,pp1d,,,soep-is-2012-haupt,pp1b,Q95,,,,,,raw,2012
soep-is,L12_IS_W4,pp2a,,,soep-is-2012-haupt,pp2a,Q87,,,,,,raw,2012
soep-is,L12_IS_W4,ppend2b,,,soep-is-2012-haupt,ppend2b,Q98,,,,,,raw,2012
soep-is,L12_IS_W4,ppend2c,,,soep-is-2012-haupt,ppend2b,Q98,,,,,,raw,2012
soep-is,L12_IS_W4,ppend2d,,,soep-is-2012-haupt,ppend2b,Q98,,,,,,raw,2012
soep-is,L12_IS_W4,ppendb,,,soep-is-2012-haupt,ppendb,Q97,ppendb,,,,,raw,2012
soep-is,L12_IS_W4,ppendc,,,soep-is-2012-haupt,ppendb,Q97,ppendb,,,,,raw,2012
soep-is,L12_IS_W4,ppendd,,,soep-is-2012-haupt,ppendb,Q97,ppendb,,,,,raw,2012
soep-is,L12_IS_W4,ppja,,,soep-is-2012-haupt,ppja,Q89,ppja,,,,,raw,2012
soep-is,L12_IS_W4,ppjb,,,soep-is-2012-haupt,ppjb,Q96,ppjb,,,,,raw,2012
soep-is,L12_IS_W4,ppjc,,,soep-is-2012-haupt,ppjb,Q96,ppjb,,,,,raw,2012
soep-is,L12_IS_W4,ppjd,,,soep-is-2012-haupt,ppjb,Q96,ppjb,,,,,raw,2012
soep-is,L12_IS_W4,ppleb1a,,,soep-is-2012-haupt,ppleb1a,Q90,ppleb1a,,,,,raw,2012
soep-is,L12_IS_W4,ppleb1b,,,soep-is-2012-haupt,ppleb1b,Q99,,,,,,raw,2012
soep-is,L12_IS_W4,ppleb1c,,,soep-is-2012-haupt,ppleb1b,Q99,,,,,,raw,2012
soep-is,L12_IS_W4,ppleb1d,,,soep-is-2012-haupt,ppleb1b,Q99,,,,,,raw,2012
soep-is,L12_IS_W4,ppleb2b,,,soep-is-2012-haupt,ppleb2b,Q100,ppleb2b,,,,,raw,2012
soep-is,L12_IS_W4,ppleb2c,,,soep-is-2012-haupt,ppleb2b,Q100,ppleb2b,,,,,raw,2012
soep-is,L12_IS_W4,ppleb2d,,,soep-is-2012-haupt,ppleb2b,Q100,ppleb2b,,,,,raw,2012
soep-is,L12_IS_W4,ppleb3b,,,soep-is-2012-haupt,ppleb3b,Q101,ppleb3b,,,,,raw,2012
soep-is,L12_IS_W4,ppleb3c,,,soep-is-2012-haupt,ppleb3b,Q101,ppleb3b,,,,,raw,2012
soep-is,L12_IS_W4,ppleb3d,,,soep-is-2012-haupt,ppleb3b,Q101,ppleb3b,,,,,raw,2012
soep-is,L12_IS_W4,ppleb4b,,,soep-is-2012-haupt,ppleb4b,Q101,ppleb4b,,,,,raw,2012
